	summarized	lineages	abundances	resid	coverage
GCA_031128145.1_0.5_GCA_031128185.1_0.5_variants.tsv	[('Other', 0.999999999967935)]	MEASLESgenome-D8 MEASLESgenome-H1	0.52941200 0.47058800	128.70224977346084	86.56725808481188
GCA_031128155.1_0.9_GCA_031129565.1_0.1_variants.tsv	[('Other', 0.9999999995177906)]	MEASLESgenome-B3 MEASLESgenome-D9	0.91477300 0.08522700	82.65552969925116	84.22046055115138
GCA_031128165.1_0.4_GCA_031128115.1_0.6_variants.tsv	[('Other', 0.9999999999892687)]	MEASLESgenome-D4 MEASLESgenome-D3	0.59162300 0.40837700	71.78265018181453	97.5147854536303
GCA_031128165.1_0.9_GCA_031128115.1_0.1_variants.tsv	[('Other', 0.9999999997167051)]	MEASLESgenome-D3 MEASLESgenome-D4	0.92307690 0.07692310	52.75102993271102	95.87894803070341
GCA_031128155.1_0.1_GCA_031128185.1_0.9_variants.tsv	[('Other', 0.9999999999828512)]	MEASLESgenome-H1 MEASLESgenome-B3	0.91044800 0.08955200	96.64775222922879	78.36290424059393
GCA_031128135.1_0.6_GCA_031128145.1_0.4_variants.tsv	[('Other', 0.9999999996961357)]	MEASLESgenome-D5 MEASLESgenome-D8	0.60416700 0.39583300	45.89982554093707	92.90927393985152
GCA_031128115.1_0_GCA_031128135.1_1_variants.tsv	[('Other', 0.9999999999993087)]	MEASLESgenome-D5	1.00000000	2.51921306799411	90.24789228639739
GCA_031128135.1_0.4_GCA_031129565.1_0.6_variants.tsv	[('Other', 0.9999999999319186)]	MEASLESgenome-D9 MEASLESgenome-D5	0.58823500 0.41176500	67.68898053263953	95.19944633194916
GCA_031128135.1_0.9_GCA_031129565.1_0.1_variants.tsv	[('Other', 1.000000000005673)]	MEASLESgenome-D5 MEASLESgenome-D9	0.92000000 0.08000000	26.633196733285025	93.43777526110482
GCA_031112925.1_0.6_GCA_031128185.1_0.4_variants.tsv	[('Other', 0.9999999999383943)]	MEASLESgenome-A MEASLESgenome-H1	0.66666700 0.33333300	89.40131946431474	92.24864728828489
GCA_031128155.1_0.5_GCA_031128135.1_0.5_variants.tsv	[('Other', 0.9999999998463877)]	MEASLESgenome-D5 MEASLESgenome-B3 MEASLESgenome-D6	0.50000000 0.49624101 0.00375899	96.44616925044826	93.626525732981
GCA_031129565.1_0.8_GCA_031128185.1_0.2_variants.tsv	[('Other', 1.0000000001149008)]	MEASLESgenome-D9 MEASLESgenome-H1	0.82389900 0.17610100	127.31353376453366	89.16572291430728
GCA_031128155.1_0.8_GCA_031128135.1_0.2_variants.tsv	[('Other', 0.9999999999769345)]	MEASLESgenome-B3 MEASLESgenome-D5 MEASLESgenome-D6	0.78378400 0.20779200 0.00842400	109.95609226498684	92.68906505599597
GCA_031129565.1_0.5_GCA_031128185.1_0.5_variants.tsv	[('Other', 0.9999999992262909)]	MEASLESgenome-D9 MEASLESgenome-H1	0.50340099 0.49659901	189.3191123238656	89.82634956587391
GCA_031112925.1_0.2_GCA_031129565.1_0.8_variants.tsv	[('Other', 1.000000000073393)]	MEASLESgenome-D9 MEASLESgenome-A	0.79891300 0.20108700	78.3181496137145	95.26865483830376
GCA_031112925.1_1_GCA_031128165.1_0_variants.tsv	[('Other', 0.9999999999976028)]	MEASLESgenome-A	1.00000000	10.313698029206938	92.50660626651566
GCA_031128155.1_0_GCA_031128135.1_1_variants.tsv	[('Other', 0.9999999999993087)]	MEASLESgenome-D5	1.00000000	2.51921306799411	90.24789228639739
GCA_031128145.1_0.4_GCA_031128185.1_0.6_variants.tsv	[('Other', 0.9999999999655625)]	MEASLESgenome-H1 MEASLESgenome-D8	0.56097600 0.43902400	138.0267153183215	85.59833899584748
GCA_031128155.1_0.8_GCA_031129565.1_0.2_variants.tsv	[('Other', 0.9999999993182525)]	MEASLESgenome-B3 MEASLESgenome-D9 MEASLESgenome-D6	0.80000000 0.19672100 0.00327900	115.78049964264008	89.10909777274443
GCA_031112925.1_0.2_GCA_031128135.1_0.8_variants.tsv	[('Other', 0.99999999935114)]	MEASLESgenome-D5 MEASLESgenome-A	0.80392199 0.19607800	29.058656655168384	94.13615200704669
GCA_031128155.1_0.3_GCA_031128115.1_0.7_variants.tsv	[('Other', 0.9999999996390818)]	MEASLESgenome-D4 MEASLESgenome-B3 MEASLESgenome-D6	0.71739100 0.27586200 0.00674700	109.12740050747226	97.02403422675224
GCA_031128155.1_0.5_GCA_031129565.1_0.5_variants.tsv	[('Other', 0.9999999999824052)]	MEASLESgenome-D9 MEASLESgenome-B3	0.50000000 0.50000000	125.99012222873074	89.68793255316471
GCA_031128145.1_0.9_GCA_031128185.1_0.1_variants.tsv	[('Other', 1.0000000008661662)]	MEASLESgenome-D8 MEASLESgenome-H1	0.93750000 0.06250000	66.32320099351156	86.78746696866742
GCA_031112925.1_0.7_GCA_031128135.1_0.3_variants.tsv	[('Other', 1.0000000000015836)]	MEASLESgenome-A MEASLESgenome-D5 MEASLESgenome-D6	0.68571400 0.30769200 0.00659400	33.916449865387044	94.17390210142192
GCA_031128165.1_0.8_GCA_031128115.1_0.2_variants.tsv	[('Other', 0.9999999992868613)]	MEASLESgenome-D3 MEASLESgenome-D4	0.82608697 0.17391303	57.74828931110531	96.02365672580848
GCA_031128165.1_1_GCA_031128135.1_0_variants.tsv	[('Other', 0.9999999999236365)]	MEASLESgenome-D3	1.00000000	40.116216631586454	93.9285264879829
GCA_031128165.1_0.3_GCA_031129565.1_0.7_variants.tsv	[('Other', 0.9999999999541574)]	MEASLESgenome-D9 MEASLESgenome-D3	0.68181800 0.31818200	62.13021101468328	97.11840946269032
GCA_031128165.1_0.5_GCA_031128115.1_0.5_variants.tsv	[('Other', 0.9999999999888318)]	MEASLESgenome-D3 MEASLESgenome-D4	0.50000000 0.50000000	68.99294461549488	97.5588272304014
GCA_031128145.1_0.1_GCA_031129565.1_0.9_variants.tsv	[('Other', 1.0000000000899936)]	MEASLESgenome-D9 MEASLESgenome-D8	0.91666670 0.08333330	51.74359633860084	90.2227255568139
GCA_031128135.1_0.8_GCA_031129565.1_0.2_variants.tsv	[('Other', 0.9999999999914261)]	MEASLESgenome-D5 MEASLESgenome-D9	0.82035900 0.17964100	37.97822491602758	93.88448471121178
GCA_031128165.1_0.3_GCA_031128135.1_0.7_variants.tsv	[('Other', 0.999999999998048)]	MEASLESgenome-D5 MEASLESgenome-D3	0.68627500 0.31372500	40.81674633618343	95.60840568768089
GCA_031128135.1_0.5_GCA_031129565.1_0.5_variants.tsv	[('Other', 0.9999999999806529)]	MEASLESgenome-D5 MEASLESgenome-D9	0.50000000 0.50000000	57.01545186247263	95.11765446080283
GCA_031112925.1_0.7_GCA_031129565.1_0.3_variants.tsv	[('Other', 0.9999999977022793)]	MEASLESgenome-A MEASLESgenome-D9	0.70198700 0.29801300	74.42605282204819	97.43299358248396
GCA_031128115.1_0.8_GCA_031128145.1_0.2_variants.tsv	[('Other', 0.9999999989374131)]	MEASLESgenome-D4 MEASLESgenome-D8	0.80487800 0.19512200	69.33496117564934	97.6532024663395
GCA_031128165.1_0_GCA_031128185.1_1_variants.tsv	[('Other', 0.9999999999947301)]	MEASLESgenome-H1	1.00000000	38.09122385947258	67.03158424562729
GCA_031128115.1_0.5_GCA_031128145.1_0.5_variants.tsv	[('Other', 0.9999999999796316)]	MEASLESgenome-D8 MEASLESgenome-D4	0.50000000 0.50000000	66.40539034959583	97.39524348810872
GCA_031112925.1_0.5_GCA_031128155.1_0.5_variants.tsv	[('Other', 0.9999999991006285)]	MEASLESgenome-A MEASLESgenome-B3	0.50000000 0.50000000	63.653309209164554	94.1109852774632
GCA_031112925.1_0.8_GCA_031128155.1_0.2_variants.tsv	[('Other', 0.9999999997844635)]	MEASLESgenome-A MEASLESgenome-B3	0.83333300 0.16666700	31.255014483892325	92.46885617214043
GCA_031128115.1_0.7_GCA_031128185.1_0.3_variants.tsv	[('Other', 0.9999999986072153)]	MEASLESgenome-D4 MEASLESgenome-H1	0.76388900 0.23611100	129.4332809155745	95.34415502705423
GCA_031128165.1_0.1_GCA_031128145.1_0.9_variants.tsv	[('Other', 0.9999999999787808)]	MEASLESgenome-D8 MEASLESgenome-D3	0.90909100 0.09090900	52.00280773967214	91.78935447338618
GCA_031128135.1_1_GCA_031129565.1_0_variants.tsv	[('Other', 0.9999999999993087)]	MEASLESgenome-D5	1.00000000	2.51921306799411	90.24789228639739
GCA_031112925.1_0.4_GCA_031128115.1_0.6_variants.tsv	[('Other', 0.9999999999250166)]	MEASLESgenome-D4 MEASLESgenome-A	0.59731500 0.40268500	62.589114800131654	97.41411853529634
GCA_031112925.1_0.6_GCA_031128165.1_0.4_variants.tsv	[('Other', 0.9999999999705418)]	MEASLESgenome-A MEASLESgenome-D3	0.59130400 0.40869600	44.5216607226111	95.67132251163962
GCA_031128115.1_0.2_GCA_031128185.1_0.8_variants.tsv	[('Other', 0.9999999995364661)]	MEASLESgenome-H1 MEASLESgenome-D4 MEASLESgenome-D6	0.77777800 0.21276600 0.00945600	133.85494673046935	88.59317981628287
GCA_031112925.1_0.9_GCA_031128115.1_0.1_variants.tsv	[('Other', 0.9999999998666617)]	MEASLESgenome-A MEASLESgenome-D4 MEASLESgenome-D6	0.91018000 0.08000000 0.00982000	25.404947469863302	94.21165219579716
GCA_031128115.1_1_GCA_031128145.1_0_variants.tsv	[('Other', 0.9999999999899933)]	MEASLESgenome-D4	1.00000000	37.31609381749831	91.82710456776142
GCA_031128155.1_0.1_GCA_031128165.1_0.9_variants.tsv	[('Other', 1.000000000559091)]	MEASLESgenome-D3 MEASLESgenome-B3	0.95454550 0.04545450	64.41492687195667	95.87894803070341
GCA_031128165.1_0.6_GCA_031128185.1_0.4_variants.tsv	[('Other', 0.9999999999638929)]	MEASLESgenome-D3 MEASLESgenome-H1	0.67539300 0.32460700	136.37840674764107	95.62098905247264
GCA_031128155.1_1_GCA_031128185.1_0_variants.tsv	[('Other', 0.9999999999943358)]	MEASLESgenome-B3	1.00000000	24.560379302014816	75.80848118786963
GCA_031128115.1_0.4_GCA_031128145.1_0.6_variants.tsv	[('Other', 0.9999999996983933)]	MEASLESgenome-D8 MEASLESgenome-D4	0.61250000 0.38750000	65.85948296175371	97.06178432112748
GCA_031128145.1_0_GCA_031129565.1_1_variants.tsv	[('Other', 0.9999999999999167)]	MEASLESgenome-D9	1.00000000	2.685368763284954	76.11048194287153
GCA_031128115.1_0.6_GCA_031128135.1_0.4_variants.tsv	[('Other', 0.9999999998645459)]	MEASLESgenome-D4 MEASLESgenome-D5	0.60000000 0.40000000	74.18940513126047	97.33232666414999
GCA_031128165.1_0.2_GCA_031129565.1_0.8_variants.tsv	[('Other', 0.9999999999992009)]	MEASLESgenome-D9 MEASLESgenome-D3	0.79899500 0.20100500	54.83220216344754	95.26236315590789
GCA_031112925.1_0_GCA_031128115.1_1_variants.tsv	[('Other', 0.9999999999899933)]	MEASLESgenome-D4	1.00000000	37.31609381749831	91.82710456776142
GCA_031128155.1_0.7_GCA_031128115.1_0.3_variants.tsv	[('Other', 0.9999999984059478)]	MEASLESgenome-B3 MEASLESgenome-D4	0.66666700 0.33333300	127.14424845213456	96.37599093997736
GCA_031128115.1_0.9_GCA_031128145.1_0.1_variants.tsv	[('Other', 0.9999999987552518)]	MEASLESgenome-D4 MEASLESgenome-D8	0.91489400 0.08510600	58.13988092511377	96.67799169497924
GCA_031112925.1_0.9_GCA_031128155.1_0.1_variants.tsv	[('Other', 0.999999999669104)]	MEASLESgenome-A MEASLESgenome-B3	0.93617020 0.06382980	23.8674727611196	92.69535673839185
GCA_031128165.1_0.2_GCA_031128135.1_0.8_variants.tsv	[('Other', 1.0000000000005063)]	MEASLESgenome-D5 MEASLESgenome-D3	0.80000000 0.20000000	27.246269845847614	94.13615200704669
GCA_031128155.1_1_GCA_031128145.1_0_variants.tsv	[('Other', 0.9999999999943358)]	MEASLESgenome-B3	1.00000000	24.560379302014816	75.80848118786963
GCA_031128115.1_0.6_GCA_031129565.1_0.4_variants.tsv	[('Other', 0.9999999999611691)]	MEASLESgenome-D4 MEASLESgenome-D9	0.61363600 0.38636400	108.68087094394069	99.15691455895306
GCA_031128115.1_1_GCA_031128185.1_0_variants.tsv	[('Other', 0.9999999999899933)]	MEASLESgenome-D4	1.00000000	37.31609381749831	91.82710456776142
GCA_031112925.1_0.4_GCA_031128155.1_0.6_variants.tsv	[('Other', 0.9999999994634123)]	MEASLESgenome-B3 MEASLESgenome-A	0.57142899 0.42857101	63.977241021188576	93.5573172266264
GCA_031128165.1_0.7_GCA_031128135.1_0.3_variants.tsv	[('Other', 1.0000000000006193)]	MEASLESgenome-D3 MEASLESgenome-D5	0.69426800 0.30573200	50.832320101480654	95.80973952434881
GCA_031129565.1_1_GCA_031128185.1_0_variants.tsv	[('Other', 0.9999999999999167)]	MEASLESgenome-D9	1.00000000	2.685368763284954	76.11048194287153
GCA_031112925.1_0.8_GCA_031128115.1_0.2_variants.tsv	[('Other', 0.9999999999921055)]	MEASLESgenome-A MEASLESgenome-D4 MEASLESgenome-D6	0.80952400 0.18181800 0.00865800	30.380561015089782	94.26827733736
GCA_031112925.1_0.3_GCA_031129565.1_0.7_variants.tsv	[('Other', 0.9999999999958499)]	MEASLESgenome-D9 MEASLESgenome-A MEASLESgenome-D6	0.67692300 0.31914900 0.00392800	90.26601385387838	97.11840946269032
GCA_031112925.1_0.5_GCA_031128115.1_0.5_variants.tsv	[('Other', 0.9999999999816027)]	MEASLESgenome-A MEASLESgenome-D4	0.50000000 0.50000000	57.495481791212384	97.39524348810872
GCA_031128165.1_0_GCA_031128145.1_1_variants.tsv	[('Other', 0.9999999999651787)]	MEASLESgenome-D8	1.00000000	31.73787897680699	84.9502957090726
GCA_031112925.1_0.3_GCA_031128135.1_0.7_variants.tsv	[('Other', 1.0000000001134022)]	MEASLESgenome-D5 MEASLESgenome-A MEASLESgenome-D6	0.69230800 0.30303000 0.00466200	31.74750846824297	94.1801937838178
GCA_031128155.1_0.2_GCA_031128115.1_0.8_variants.tsv	[('Other', 1.0000000001310059)]	MEASLESgenome-D4 MEASLESgenome-B3	0.84000000 0.16000000	93.62040927862776	97.22536806342016
GCA_031112925.1_0_GCA_031129565.1_1_variants.tsv	[('Other', 0.9999999999999167)]	MEASLESgenome-D9	1.00000000	2.685368763284954	76.11048194287153
GCA_031128165.1_0.7_GCA_031129565.1_0.3_variants.tsv	[('Other', 0.9999999999855715)]	MEASLESgenome-D3 MEASLESgenome-D9	0.71337600 0.28662400	64.34267771423097	97.63432741915189
GCA_031112925.1_0.1_GCA_031128165.1_0.9_variants.tsv	[('Other', 1.000000001767315)]	MEASLESgenome-D3 MEASLESgenome-A	0.91194970 0.08805030	50.46918135453633	95.87894803070341
GCA_031128115.1_0.8_GCA_031128185.1_0.2_variants.tsv	[('Other', 0.9999999998947635)]	MEASLESgenome-D4 MEASLESgenome-H1	0.84210500 0.15789500	106.634780722345	95.54548886372216
GCA_031112925.1_0.7_GCA_031128155.1_0.3_variants.tsv	[('Other', 0.9999999999015187)]	MEASLESgenome-A MEASLESgenome-B3	0.72222200 0.27777800	49.06118849707494	93.6705675097521
GCA_031128115.1_0.5_GCA_031128185.1_0.5_variants.tsv	[('Other', 0.9999999972247458)]	MEASLESgenome-D4 MEASLESgenome-H1	0.54545500 0.45454500	163.3951864319067	95.00440417767712
GCA_031128155.1_0.6_GCA_031128165.1_0.4_variants.tsv	[('Other', 0.9999999999240793)]	MEASLESgenome-B3 MEASLESgenome-D3	0.56603800 0.43396200	107.86682699733645	95.45740531017994
GCA_031128155.1_0.4_GCA_031128115.1_0.6_variants.tsv	[('Other', 0.9999999990512425)]	MEASLESgenome-D4 MEASLESgenome-B3	0.62500000 0.37500000	113.09785922689727	96.88561721404304
GCA_031128165.1_0.1_GCA_031128185.1_0.9_variants.tsv	[('Other', 0.9999999965553424)]	MEASLESgenome-H1 MEASLESgenome-D3	0.89411800 0.10588200	126.99570553977499	84.96287907386436
GCA_031128155.1_0.9_GCA_031128115.1_0.1_variants.tsv	[('Other', 0.9999999999687029)]	MEASLESgenome-B3 MEASLESgenome-D4 MEASLESgenome-D6	0.90839700 0.08860760 0.00299540	77.89207459873224	86.85038379262615
GCA_031128115.1_0.7_GCA_031128145.1_0.3_variants.tsv	[('Other', 0.9999999999476422)]	MEASLESgenome-D4 MEASLESgenome-D8 MEASLESgenome-D11	0.68421100 0.30769200 0.00809700	71.90809366600513	97.47703535925507
GCA_031128145.1_0.3_GCA_031128185.1_0.7_variants.tsv	[('Other', 0.9999999969697697)]	MEASLESgenome-H1 MEASLESgenome-D8	0.66000000 0.34000000	145.05191989298135	85.03837926261482
GCA_031128165.1_0.4_GCA_031129565.1_0.6_variants.tsv	[('Other', 0.9999999999462481)]	MEASLESgenome-D9 MEASLESgenome-D3	0.58064500 0.41935500	66.48845696033875	97.18132628664905
GCA_031128165.1_0.9_GCA_031129565.1_0.1_variants.tsv	[('Other', 0.9999999999993523)]	MEASLESgenome-D3 MEASLESgenome-D9	0.92682930 0.07317070	55.869621035343485	97.40782685290047
GCA_031128115.1_0.2_GCA_031128145.1_0.8_variants.tsv	[('Other', 0.9999999986229189)]	MEASLESgenome-D8 MEASLESgenome-D4	0.81818200 0.18181800	57.39621340797771	94.19277714860954
GCA_031112925.1_0.2_GCA_031128155.1_0.8_variants.tsv	[('Other', 0.9999999999699254)]	MEASLESgenome-B3 MEASLESgenome-A	0.78571400 0.21428600	63.086296403615975	91.24826978734113
GCA_031128165.1_0.9_GCA_031128135.1_0.1_variants.tsv	[('Other', 1.0000000003475882)]	MEASLESgenome-D3 MEASLESgenome-D5	0.91666670 0.08333330	48.726360929912374	95.87894803070341
GCA_031128165.1_0.4_GCA_031128135.1_0.6_variants.tsv	[('Other', 1.0000000000038016)]	MEASLESgenome-D5 MEASLESgenome-D3	0.59259300 0.40740700	42.94209415934425	95.63357241726438
GCA_031128165.1_0.6_GCA_031128145.1_0.4_variants.tsv	[('Other', 0.9999999999007756)]	MEASLESgenome-D3 MEASLESgenome-D8	0.61739100 0.38260900	62.292646945228284	96.2501572920599
GCA_031128155.1_0.3_GCA_031128135.1_0.7_variants.tsv	[('Other', 0.9999999998378887)]	MEASLESgenome-D5 MEASLESgenome-B3	0.72561000 0.27439000	81.13377625530487	93.33710834277086
GCA_031112925.1_1_GCA_031128135.1_0_variants.tsv	[('Other', 0.9999999999976028)]	MEASLESgenome-A	1.00000000	10.313698029206938	92.50660626651566
GCA_031128115.1_0.4_GCA_031128185.1_0.6_variants.tsv	[('Other', 0.9999999985101778)]	MEASLESgenome-H1 MEASLESgenome-D4 MEASLESgenome-D6	0.54545496 0.45098000 0.00356504	171.7908330787041	94.48848622121555
GCA_031112925.1_0.2_GCA_031128115.1_0.8_variants.tsv	[('Other', 0.999999999909112)]	MEASLESgenome-D4 MEASLESgenome-A	0.80000000 0.20000000	67.59136621199352	97.6532024663395
GCA_031128115.1_0.9_GCA_031128185.1_0.1_variants.tsv	[('Other', 0.9999999999231701)]	MEASLESgenome-D4 MEASLESgenome-H1	0.94488190 0.05511810	74.23484513967627	94.58286145715364
GCA_031129565.1_0.3_GCA_031128185.1_0.7_variants.tsv	[('Other', 0.9999999999139919)]	MEASLESgenome-H1 MEASLESgenome-D9	0.66850800 0.33149200	200.49159507804984	89.24751478545363
GCA_031128155.1_0.8_GCA_031128115.1_0.2_variants.tsv	[('Other', 0.9999999995291111)]	MEASLESgenome-B3 MEASLESgenome-D4 MEASLESgenome-D6	0.79021000 0.20000000 0.00979000	101.57776833101694	92.45627280734868
GCA_031128155.1_0_GCA_031128165.1_1_variants.tsv	[('Other', 0.9999999999236365)]	MEASLESgenome-D3	1.00000000	40.116216631586454	93.9285264879829
GCA_031128155.1_0.5_GCA_031128115.1_0.5_variants.tsv	[('Other', 0.9999999821574518)]	MEASLESgenome-D4 MEASLESgenome-B3 MEASLESgenome-C2	0.50000002 0.49740899 0.00259097	116.81797984847452	96.97370076758526
GCA_031128155.1_0.3_GCA_031129565.1_0.7_variants.tsv	[('Other', 0.9999999992300748)]	MEASLESgenome-D9 MEASLESgenome-B3	0.70552100 0.29447900	114.65919288966154	89.6438907763936
GCA_031128165.1_0.8_GCA_031129565.1_0.2_variants.tsv	[('Other', 1.000000000006693)]	MEASLESgenome-D3 MEASLESgenome-D9	0.82702700 0.17297300	62.44628213469129	97.86082798540329
GCA_031128115.1_0.1_GCA_031128135.1_0.9_variants.tsv	[('Other', 0.9999999999895683)]	MEASLESgenome-D5 MEASLESgenome-D4	0.91666700 0.08333300	27.17116373601963	93.57619227381402
GCA_031128165.1_0.5_GCA_031129565.1_0.5_variants.tsv	[('Other', 0.9999999999970544)]	MEASLESgenome-D3 MEASLESgenome-D9	0.50000000 0.50000000	62.00342107863709	97.54624386560967
GCA_031128165.1_0.3_GCA_031128115.1_0.7_variants.tsv	[('Other', 0.9999999986537936)]	MEASLESgenome-D4 MEASLESgenome-D3	0.68254000 0.31746000	70.48031257423233	97.52107713602618
GCA_031128165.1_0.5_GCA_031128135.1_0.5_variants.tsv	[('Other', 0.9999999999287909)]	MEASLESgenome-D3 MEASLESgenome-D5	0.50000000 0.50000000	39.04339829337492	95.89782307789103
GCA_031112925.1_1_GCA_031128155.1_0_variants.tsv	[('Other', 0.9999999999976028)]	MEASLESgenome-A	1.00000000	10.313698029206938	92.50660626651566
GCA_031128135.1_0.3_GCA_031129565.1_0.7_variants.tsv	[('Other', 0.9999999998369469)]	MEASLESgenome-D9 MEASLESgenome-D5	0.67796600 0.32203400	68.39597891564134	95.07361268403172
GCA_031112925.1_0.7_GCA_031128115.1_0.3_variants.tsv	[('Other', 0.9999999998971416)]	MEASLESgenome-A MEASLESgenome-D4	0.69594600 0.30405400	51.94390049495691	97.06807600352334
GCA_031128165.1_0.8_GCA_031128135.1_0.2_variants.tsv	[('Other', 0.999999999993499)]	MEASLESgenome-D3 MEASLESgenome-D5	0.81250000 0.18750000	49.284240051647174	96.02365672580848
GCA_031128115.1_0.1_GCA_031129565.1_0.9_variants.tsv	[('Other', 0.9999999999905198)]	MEASLESgenome-D9 MEASLESgenome-D4	0.91666700 0.08333300	59.644193771776706	92.00327167484585
GCA_031112925.1_0.2_GCA_031128165.1_0.8_variants.tsv	[('Other', 1.000000000127696)]	MEASLESgenome-D3 MEASLESgenome-A	0.80645200 0.19354800	51.8421827994399	96.02365672580848
GCA_031128115.1_0.6_GCA_031128185.1_0.4_variants.tsv	[('Other', 0.999999999919329)]	MEASLESgenome-D4 MEASLESgenome-H1	0.65354300 0.34645700	144.8256928411116	95.28752988549138
GCA_031128155.1_0.3_GCA_031128145.1_0.7_variants.tsv	[('Other', 0.9999999985553053)]	MEASLESgenome-D8 MEASLESgenome-B3	0.71337601 0.28662399	92.82158595513856	89.76343274191518
GCA_031128155.1_0.5_GCA_031128165.1_0.5_variants.tsv	[('Other', 0.9999999998326178)]	MEASLESgenome-D3 MEASLESgenome-B3	0.50757596 0.49242404	103.30072277488348	95.89782307789103
GCA_031128115.1_1_GCA_031128135.1_0_variants.tsv	[('Other', 0.9999999999899933)]	MEASLESgenome-D4	1.00000000	37.31609381749831	91.82710456776142
GCA_031128165.1_0.2_GCA_031128185.1_0.8_variants.tsv	[('Other', 0.9999999998018192)]	MEASLESgenome-H1 MEASLESgenome-D3	0.76923100 0.23076900	152.6689230344631	90.90851893796402
GCA_031128155.1_0.8_GCA_031128165.1_0.2_variants.tsv	[('Other', 1.000000000600547)]	MEASLESgenome-B3 MEASLESgenome-D3	0.78378400 0.21621600	98.57227039877601	92.94702403422676
GCA_031128135.1_0.3_GCA_031128145.1_0.7_variants.tsv	[('Other', 1.0000000002611773)]	MEASLESgenome-D8 MEASLESgenome-D5	0.69230800 0.30769200	58.27535390904013	94.12356864225494
GCA_031128165.1_0.7_GCA_031128185.1_0.3_variants.tsv	[('Other', 0.9999999998236365)]	MEASLESgenome-D3 MEASLESgenome-H1	0.78321700 0.21678300	124.51837396240249	95.82232288914055
GCA_031128115.1_0.1_GCA_031128145.1_0.9_variants.tsv	[('Other', 0.9999999990076461)]	MEASLESgenome-D8 MEASLESgenome-D4	0.92000000 0.08000000	50.27784941678055	91.78935447338618
GCA_031112925.1_0.1_GCA_031128155.1_0.9_variants.tsv	[('Other', 0.9999999999612322)]	MEASLESgenome-B3 MEASLESgenome-A	0.90476200 0.09523800	53.02301752394331	86.06392349314207
GCA_031128165.1_0.8_GCA_031128145.1_0.2_variants.tsv	[('Other', 1.0000000001658456)]	MEASLESgenome-D3 MEASLESgenome-D8	0.82352900 0.17647100	55.077310481321824	96.02365672580848
GCA_031112925.1_0.7_GCA_031128165.1_0.3_variants.tsv	[('Other', 0.9999999980932226)]	MEASLESgenome-A MEASLESgenome-D3	0.68750000 0.31250000	43.419991286433714	95.66503082924373
GCA_031112925.1_0.3_GCA_031128185.1_0.7_variants.tsv	[('Other', 0.9999999999775497)]	MEASLESgenome-H1 MEASLESgenome-A	0.63829800 0.36170200	129.0703155510463	91.50622876557192
GCA_031128165.1_0.5_GCA_031128145.1_0.5_variants.tsv	[('Other', 1.0000000000021032)]	MEASLESgenome-D3 MEASLESgenome-D8	0.50000000 0.50000000	64.49957757405927	97.62174405436014
GCA_031128115.1_0.7_GCA_031129565.1_0.3_variants.tsv	[('Other', 0.9999999997307404)]	MEASLESgenome-D4 MEASLESgenome-D9	0.70520200 0.29479800	102.13428694346936	99.32678998364163
GCA_031128165.1_0_GCA_031128135.1_1_variants.tsv	[('Other', 0.9999999999993087)]	MEASLESgenome-D5	1.00000000	2.51921306799411	90.24789228639739
GCA_031112925.1_0.1_GCA_031128115.1_0.9_variants.tsv	[('Other', 1.00000000036004)]	MEASLESgenome-D4 MEASLESgenome-A	0.90963860 0.09036140	59.04281807928634	96.67799169497924
GCA_031128115.1_0.7_GCA_031128135.1_0.3_variants.tsv	[('Other', 0.9999999998926908)]	MEASLESgenome-D4 MEASLESgenome-D5	0.68636400 0.31363600	75.08202076403244	97.46445199446332
GCA_031128155.1_0.9_GCA_031128165.1_0.1_variants.tsv	[('Other', 0.9999999998838126)]	MEASLESgenome-B3 MEASLESgenome-D3	0.90374300 0.09625700	81.30335553633711	87.58651063294325
GCA_031128155.1_0.4_GCA_031128165.1_0.6_variants.tsv	[('Other', 1.0000000000573506)]	MEASLESgenome-D3 MEASLESgenome-B3	0.64189200 0.35810800	96.20000709058766	95.63986409966024
GCA_031128155.1_0.6_GCA_031128115.1_0.4_variants.tsv	[('Other', 0.9999999995580375)]	MEASLESgenome-B3 MEASLESgenome-D4 MEASLESgenome-D6	0.57142900 0.42105300 0.00751800	121.89639504456773	96.48924122310306
GCA_031128115.1_0.2_GCA_031128135.1_0.8_variants.tsv	[('Other', 0.9999999998939866)]	MEASLESgenome-D5 MEASLESgenome-D4	0.81481500 0.18518500	37.02042229430981	94.13615200704669
GCA_031112925.1_0_GCA_031128165.1_1_variants.tsv	[('Other', 0.9999999999236365)]	MEASLESgenome-D3	1.00000000	40.116216631586454	93.9285264879829
GCA_031128165.1_0.6_GCA_031129565.1_0.4_variants.tsv	[('Other', 0.9999999999955163)]	MEASLESgenome-D3 MEASLESgenome-D9	0.61111100 0.38888900	66.45343720095832	97.39524348810872
GCA_031128165.1_0.6_GCA_031128135.1_0.4_variants.tsv	[('Other', 0.9999999998972509)]	MEASLESgenome-D3 MEASLESgenome-D5	0.60869600 0.39130400	47.04562302177078	95.652447464452
GCA_031128165.1_0.4_GCA_031128145.1_0.6_variants.tsv	[('Other', 1.0000000003190803)]	MEASLESgenome-D8 MEASLESgenome-D3	0.59036100 0.40963900	67.07174295895317	97.14357619227381
